Ville;Typologie;Influence;Annee;Janvier;Fevrier;Mars;Avril;Mai;Juin;Juillet;Aout;Septembre;Octobre;Novembre;Decembre;Hiver;Printemps;Ete;Automne
TOULOUSE;URBAINE;FOND;2023;37.44126394052045;44.11071428571428;59.17698412698413;61.207692307692305;69.317843866171;70.91315789473684;63.1425855513308;70.612;68.69357798165137;53.987735849056605;39.22333333333333;36.29891304347826;39.815384615384616;63.45822102425876;68.26828358208955;54.886557377049186
